1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
3.518185219	12.05696765	4.881814272	-400.8488902
3.494534341	15.42380136	4.911520929	-320.7103787
3.455546988	16.87019101	4.818640186	-372.7801315
3.409507393	-2.411050439	5.042777052	-174.6141624
3.64928407	8.2027889	4.917545273	-403.0505823
3.624058788	11.09208248	4.910113965	-319.5452935
3.591608219	16.25048887	4.821620006	-375.3029741
3.559521289	-4.787804713	5.066857458	-177.9529131
3.642133478	6.767534716	4.882723408	-404.7389647
3.633464375	13.22687711	4.932034007	-323.4506093
3.604881087	14.2791296	4.862686804	-378.4012652
3.54343706	5.318236047	5.064042242	-178.9315023
3.33279205	2.030916798	4.884083649	-402.2923949
3.353365804	7.192094174	4.935076554	-323.5809819
3.343014283	6.149524015	4.81728145	-374.4388975
3.319701884	5.943581567	5.043933505	-181.330877
3.370921631	19.6094495	4.874715588	-431.0045107
3.378790406	13.20826221	4.998844118	-296.5332172
3.371458635	9.31118848	4.796953825	-343.3164597
3.340749366	17.41978186	5.00665727	-347.5330832
3.413458662	12.59185226	4.91638237	-436.7747306
3.403080021	11.42193065	4.997148181	-294.7059599
3.392155147	8.91701569	4.795484436	-340.5495277
3.365832994	11.83976349	5.031236221	-351.2414221
3.554148843	21.17638486	4.872256509	-427.7054413
3.578898484	9.106019199	5.021084291	-297.2641106
3.577268193	11.48932333	4.842175959	-346.1538195
3.53253565	16.45344266	5.026208102	-347.9014744
3.376826063	17.1274241	4.876141596	-432.2592082
3.397707137	9.484303571	5.020788735	-298.887
3.382755468	11.89515353	4.795506513	-343.6697477
3.354753957	17.88536883	5.006913281	-347.6976555
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
1	0	1	0
3.226630742	18.2559885	4.766540241	40.78408915
3.250079772	7.950903254	4.812682183	9.689961699
3.250118374	8.249718302	4.896958265	24.54162236
3.235741399	8.004504976	4.888719427	13.60113663
3.307528882	22.18152841	4.818235582	23.42998063
3.323058104	11.60055745	4.811703412	14.25242358
3.321827674	12.38937325	4.90040721	22.78793531
